PlayerName,Foot,Position,AWR,DWR,OVR,PAC,SHO,PAS,DRI,DEF,PHY,SM,DIV,POS,HAN,REF,KIC,SPD
Tixiang Li,R,CM,M,M,58,66,52,53,57,58,69,2,-1,-1,-1,-1,-1,-1
Luke Robinson,L,LB,M,M,58,69,28,45,48,55,61,2,-1,-1,-1,-1,-1,-1
Guang Li,R,CDM,H,M,58,59,37,47,56,59,61,2,-1,-1,-1,-1,-1,-1
Jake Hyland,R,CDM,M,M,58,63,53,54,56,54,65,2,-1,-1,-1,-1,-1,-1
Luis Gustavo Sanchez,L,CB,M,H,58,59,28,33,39,62,59,2,-1,-1,-1,-1,-1,-1
Shilin Sun,R,CM,M,H,58,69,53,55,58,60,68,2,-1,-1,-1,-1,-1,-1
Zhongliu Chen,R,CAM,M,M,58,76,54,57,56,50,63,2,-1,-1,-1,-1,-1,-1
Chinonso Offor,R,ST,M,L,58,70,53,47,59,18,63,2,-1,-1,-1,-1,-1,-1
Yuanyi Li,R,CM,M,L,58,71,59,56,57,53,63,2,-1,-1,-1,-1,-1,-1
Narayan Das,L,LB,M,H,58,72,26,42,52,57,65,2,-1,-1,-1,-1,-1,-1
Charles M'Mombwa,R,CAM,M,M,58,63,49,58,60,35,58,3,-1,-1,-1,-1,-1,-1
Qing Wu,L,LM,H,M,58,32,57,62,60,58,58,3,-1,-1,-1,-1,-1,-1
Chao Li,R,CB,M,M,58,62,32,43,44,58,59,2,-1,-1,-1,-1,-1,-1
Darragh Markey,R,CAM,H,M,58,70,52,56,63,50,56,3,-1,-1,-1,-1,-1,-1
Gyu Seong Lee,R,CM,M,M,58,75,41,57,62,46,63,3,-1,-1,-1,-1,-1,-1
Walter Bogado,L,LM,H,L,58,64,48,56,61,25,45,2,-1,-1,-1,-1,-1,-1
Jackichand Singh,R,RM,H,M,58,86,56,49,60,21,55,2,-1,-1,-1,-1,-1,-1
Alex Mitchell,R,CB,M,M,58,55,29,39,35,57,64,2,-1,-1,-1,-1,-1,-1
Halicharan Narzary,L,LM,H,M,58,79,53,50,59,34,59,2,-1,-1,-1,-1,-1,-1
Mathew Stevens,R,ST,M,M,58,71,58,44,58,21,66,2,-1,-1,-1,-1,-1,-1
Mykola Musolitin,R,RB,M,M,58,68,35,53,52,53,53,2,-1,-1,-1,-1,-1,-1
Adrian Dziedzic,R,CM,L,M,58,58,46,53,57,53,55,2,-1,-1,-1,-1,-1,-1
Andreas Karo,R,CB,M,M,58,53,27,37,45,57,66,2,-1,-1,-1,-1,-1,-1
Daniel Devine,R,CM,M,M,58,65,48,56,58,55,63,2,-1,-1,-1,-1,-1,-1
Chao Zeng,R,LB,H,M,58,66,46,53,57,52,56,2,-1,-1,-1,-1,-1,-1
Kosta Petratos,R,LM,M,M,58,81,47,52,57,35,59,3,-1,-1,-1,-1,-1,-1
Isaac Christie-Davies,R,CM,M,M,58,65,53,58,59,43,58,3,-1,-1,-1,-1,-1,-1
Chi In Jeong,R,ST,M,L,58,64,57,44,58,26,59,2,-1,-1,-1,-1,-1,-1
Aaron O'Driscoll,R,CB,M,M,58,61,33,47,53,57,64,2,-1,-1,-1,-1,-1,-1
Jason Law,L,CAM,M,M,58,76,52,55,58,51,63,2,-1,-1,-1,-1,-1,-1
Dion De Neve,L,LM,H,M,58,76,55,53,58,49,37,2,-1,-1,-1,-1,-1,-1
Abdulaziz Al Aryani,R,RW,M,M,58,73,57,44,61,32,58,2,-1,-1,-1,-1,-1,-1
Giuseppe Cuomo,R,CB,M,M,58,47,26,31,30,58,59,2,-1,-1,-1,-1,-1,-1
Sebastian Pasquali,R,CM,M,M,58,59,49,59,63,54,56,3,-1,-1,-1,-1,-1,-1
Jorge Alejandro Rodriguez,R,CB,M,M,58,67,28,38,39,59,60,2,-1,-1,-1,-1,-1,-1
Mark Doyle,R,LM,M,M,58,71,54,51,59,31,63,2,-1,-1,-1,-1,-1,-1
Mateus Santos Barbosa,L,RW,M,L,58,84,53,45,63,24,43,2,-1,-1,-1,-1,-1,-1
Ashique Kuruniyan,L,LM,H,M,58,88,48,47,58,43,57,2,-1,-1,-1,-1,-1,-1
Bahadir,R,RB,M,M,58,64,29,44,57,54,51,2,-1,-1,-1,-1,-1,-1
Mohammed Al Zubaidi,L,LB,M,M,58,78,29,49,57,50,60,2,-1,-1,-1,-1,-1,-1
Aristeo Garcia,R,CB,L,M,58,53,28,38,43,61,58,2,-1,-1,-1,-1,-1,-1
Bradley,R,RM,H,M,58,72,56,51,60,26,51,3,-1,-1,-1,-1,-1,-1
Oscar Brennan,R,CDM,M,H,58,43,55,55,54,56,65,2,-1,-1,-1,-1,-1,-1
Salinas Moran,L,LB,M,M,58,57,36,47,56,57,53,2,-1,-1,-1,-1,-1,-1
Sunusi Ibrahim,R,ST,H,M,58,83,57,53,60,22,60,2,-1,-1,-1,-1,-1,-1
Johnston,R,RB,M,M,58,74,27,45,52,54,57,2,-1,-1,-1,-1,-1,-1
Fabio Delgado,L,LB,M,H,58,67,27,41,51,55,58,2,-1,-1,-1,-1,-1,-1
Moreno Meca,R,CM,M,M,58,59,57,60,62,47,52,2,-1,-1,-1,-1,-1,-1
Jason Meerstadt,R,CDM,M,M,58,62,40,50,55,58,61,2,-1,-1,-1,-1,-1,-1
Gabriel,R,CB,M,M,58,60,33,48,50,56,71,2,-1,-1,-1,-1,-1,-1
Paxten Aaronson,R,CAM,H,M,58,76,51,57,62,36,50,2,-1,-1,-1,-1,-1,-1
Firas Al Birekan,L,ST,M,L,58,70,57,40,55,22,56,2,-1,-1,-1,-1,-1,-1
Kalil ElMedkhar,R,LM,H,L,58,64,55,48,62,26,53,3,-1,-1,-1,-1,-1,-1
Khaled Al Dubaysh,L,LB,M,M,58,69,30,48,51,57,59,2,-1,-1,-1,-1,-1,-1
Luke Bodnar,R,CB,M,M,58,65,24,43,48,58,65,2,-1,-1,-1,-1,-1,-1
Leon Delpech,L,CM,M,M,58,61,48,54,59,51,51,2,-1,-1,-1,-1,-1,-1
Noah Awuku,R,RW,M,M,58,70,55,47,60,24,60,2,-1,-1,-1,-1,-1,-1
Tim Moller,R,CDM,L,M,58,66,43,51,56,60,60,2,-1,-1,-1,-1,-1,-1
Adam Saldana,R,CM,H,H,58,60,49,57,60,50,63,3,-1,-1,-1,-1,-1,-1
Joe Grayson,L,CB,M,H,58,67,39,53,57,55,67,2,-1,-1,-1,-1,-1,-1
Olivier Boissy,R,ST,M,M,58,52,57,35,51,27,68,2,-1,-1,-1,-1,-1,-1
Valentin Rodriguez,L,LWB,M,M,58,68,29,46,56,51,62,2,-1,-1,-1,-1,-1,-1
Daniel Pereira,R,CM,M,M,58,64,52,55,65,45,57,2,-1,-1,-1,-1,-1,-1
Hailong Li,R,RB,M,M,58,66,31,47,56,55,60,2,-1,-1,-1,-1,-1,-1
Julian Rufidis,L,CDM,M,M,58,66,46,52,54,56,65,2,-1,-1,-1,-1,-1,-1
Chris Zuvela,R,CDM,M,M,58,58,43,53,59,53,71,2,-1,-1,-1,-1,-1,-1
Konrad Poprawa,R,CB,M,M,58,80,25,34,38,59,65,2,-1,-1,-1,-1,-1,-1
Ben Folami,R,ST,M,M,58,77,55,47,63,21,51,2,-1,-1,-1,-1,-1,-1
Salvador Rodriguez,R,CM,M,M,58,61,45,58,55,51,66,2,-1,-1,-1,-1,-1,-1
Alex Denny,R,CDM,M,H,58,53,44,56,52,55,58,2,-1,-1,-1,-1,-1,-1
Patrick Weah,R,RW,M,M,58,76,48,50,63,21,57,4,-1,-1,-1,-1,-1,-1
Nick Tsaroulla,L,LB,M,M,58,72,40,45,58,54,53,2,-1,-1,-1,-1,-1,-1
Noah Nadje,L,ST,M,M,58,61,60,45,55,25,52,2,-1,-1,-1,-1,-1,-1
Daniel Stynes,R,LM,H,M,58,74,43,53,60,37,56,3,-1,-1,-1,-1,-1,-1
Pedro Hernandez,L,LB,M,M,58,61,32,42,55,57,51,2,-1,-1,-1,-1,-1,-1
Shuai Yang,R,CB,L,M,58,62,32,39,40,57,68,2,-1,-1,-1,-1,-1,-1
Jamie Soule,R,ST,M,M,58,73,59,48,60,23,38,2,-1,-1,-1,-1,-1,-1
Jonathan Duche,L,LM,M,M,58,67,45,55,60,34,50,2,-1,-1,-1,-1,-1,-1
Paddy Kirk,L,LB,M,M,58,61,41,47,54,54,63,2,-1,-1,-1,-1,-1,-1
Bryan Ruiz,L,LB,M,M,58,65,31,48,54,52,51,2,-1,-1,-1,-1,-1,-1
Yousef Al Mozairib,R,LW,M,M,58,72,53,48,62,23,58,2,-1,-1,-1,-1,-1,-1
Ronald Briones,R,CM,M,M,58,64,49,53,57,54,55,2,-1,-1,-1,-1,-1,-1
Corey Whelan,R,RB,M,M,58,67,35,42,53,55,62,2,-1,-1,-1,-1,-1,-1
Maicol Leon,R,CM,M,M,58,65,47,56,63,51,55,2,-1,-1,-1,-1,-1,-1
Mich'el Parker,R,CDM,L,M,58,70,34,54,47,54,62,2,-1,-1,-1,-1,-1,-1
Saad Al Selouli,R,LM,M,M,58,73,48,52,63,43,43,3,-1,-1,-1,-1,-1,-1
Hampus Finndell,R,CM,M,M,58,67,46,58,63,51,60,2,-1,-1,-1,-1,-1,-1
Leider Riascos,R,RB,M,M,58,77,31,48,49,53,59,2,-1,-1,-1,-1,-1,-1
Christopher McVey,R,RB,M,M,58,64,33,54,55,52,64,2,-1,-1,-1,-1,-1,-1
Makoto Mitsuta,R,RW,M,M,58,73,53,52,62,25,38,3,-1,-1,-1,-1,-1,-1
Abduhamit Abdugheni,R,RB,M,M,58,71,41,47,58,55,62,2,-1,-1,-1,-1,-1,-1
Tiago Leonco,R,ST,M,M,58,62,58,40,51,24,60,2,-1,-1,-1,-1,-1,-1
Kevin Custovic,R,CM,M,M,58,67,47,56,58,56,66,2,-1,-1,-1,-1,-1,-1
Jimmy Perez,R,CM,M,M,58,62,54,54,61,52,55,2,-1,-1,-1,-1,-1,-1
Sung Eun Na,R,LM,M,M,58,63,44,54,60,30,36,2,-1,-1,-1,-1,-1,-1
Alex Parsons,L,RW,H,L,58,83,54,45,62,24,50,2,-1,-1,-1,-1,-1,-1
Mahamadou Dembele,R,CB,M,M,58,43,33,41,51,57,67,2,-1,-1,-1,-1,-1,-1
Agon Mucolli,R,LM,H,M,58,70,50,55,61,32,44,4,-1,-1,-1,-1,-1,-1
Mohammed Sangare,L,CM,M,M,58,64,49,54,59,56,71,2,-1,-1,-1,-1,-1,-1
Pronay Halder,R,CDM,M,M,58,55,45,50,53,57,70,2,-1,-1,-1,-1,-1,-1
Mateusz Zukowski,R,RM,M,M,58,75,53,52,57,52,62,3,-1,-1,-1,-1,-1,-1
Travis Johnson,R,RB,H,M,58,78,24,43,53,51,55,2,-1,-1,-1,-1,-1,-1
Ishan Pandita,R,ST,H,L,58,71,57,48,55,23,62,2,-1,-1,-1,-1,-1,-1
Gerard Barri Paytuvi,R,RB,L,H,58,55,46,54,52,58,48,2,-1,-1,-1,-1,-1,-1
Mateusz Sopocko,R,CM,H,M,58,70,50,58,62,42,57,2,-1,-1,-1,-1,-1,-1
Hani Al Sibyani,L,LB,M,M,58,76,23,43,56,52,66,2,-1,-1,-1,-1,-1,-1
Erick Ferigra,R,CB,L,M,58,47,33,38,39,61,53,2,-1,-1,-1,-1,-1,-1
Adam Long,R,CB,M,H,58,55,26,43,47,57,64,2,-1,-1,-1,-1,-1,-1
Wiktorsson,L,CB,M,M,58,46,43,42,34,57,74,2,-1,-1,-1,-1,-1,-1
Ali Reghba,R,CF,M,M,58,68,57,54,60,25,70,3,-1,-1,-1,-1,-1,-1
Jin Woo Jo,R,CB,L,M,58,52,28,29,33,60,64,2,-1,-1,-1,-1,-1,-1
Carl Bjork,R,ST,H,M,58,70,54,50,58,26,62,2,-1,-1,-1,-1,-1,-1
Li Zhang,R,CM,M,M,58,59,48,57,59,61,62,2,-1,-1,-1,-1,-1,-1
Lundrim Hetemi,R,CDM,M,M,58,65,42,53,62,54,58,2,-1,-1,-1,-1,-1,-1
Tobias Fjeld Gulliksen,R,CM,M,M,58,67,47,57,60,49,51,3,-1,-1,-1,-1,-1,-1
Lindell,R,RM,H,M,58,75,38,55,58,52,57,2,-1,-1,-1,-1,-1,-1
Carlos Teran,R,CB,M,M,58,62,29,39,47,57,64,2,-1,-1,-1,-1,-1,-1
Lidberg,R,ST,M,M,58,72,55,46,52,36,72,2,-1,-1,-1,-1,-1,-1
Haruya Fujii,R,CB,M,M,58,63,35,48,51,55,68,2,-1,-1,-1,-1,-1,-1
Byung Hyun Park,R,CB,M,H,58,67,28,47,42,57,67,2,-1,-1,-1,-1,-1,-1
Noah Bischof,L,ST,M,M,58,71,56,42,61,22,53,2,-1,-1,-1,-1,-1,-1
Lewis Miller,R,RB,H,M,58,61,40,50,56,54,67,2,-1,-1,-1,-1,-1,-1
Valentino Yuel,R,ST,M,L,58,89,55,50,60,33,63,3,-1,-1,-1,-1,-1,-1
Manvir Singh,R,RM,H,L,58,80,58,45,56,31,72,2,-1,-1,-1,-1,-1,-1
Ashutosh Mehta,R,RB,M,M,58,67,33,46,52,53,71,2,-1,-1,-1,-1,-1,-1
Reagan Ogle,R,RWB,M,M,58,70,29,49,53,52,65,2,-1,-1,-1,-1,-1,-1
Mohamed Ben Fredj,R,ST,M,M,58,57,61,42,55,20,44,2,-1,-1,-1,-1,-1,-1
Michael Soosairaj,R,LB,H,M,58,79,51,55,58,48,59,2,-1,-1,-1,-1,-1,-1
Taylor Allen,L,RW,H,M,58,84,54,50,58,27,49,3,-1,-1,-1,-1,-1,-1
Devonte Redmond,R,CM,M,M,58,57,56,60,59,51,57,2,-1,-1,-1,-1,-1,-1
Razvan Matis,R,LM,M,L,58,81,49,53,60,25,41,3,-1,-1,-1,-1,-1,-1
Atalay Babacan,L,CM,M,L,58,65,51,64,65,43,43,2,-1,-1,-1,-1,-1,-1
Nurettin Korkmaz,L,LM,M,L,58,68,56,53,62,30,40,2,-1,-1,-1,-1,-1,-1
Joel Grodowski,R,ST,M,M,58,65,59,43,54,23,57,2,-1,-1,-1,-1,-1,-1
Jackson Longridge,L,LB,M,M,58,61,29,43,52,56,61,2,-1,-1,-1,-1,-1,-1
Awn Al Saluli,R,CB,M,M,58,54,38,41,35,60,60,2,-1,-1,-1,-1,-1,-1
Jack Young,R,CM,M,M,58,62,47,58,61,50,45,2,-1,-1,-1,-1,-1,-1
Marian Serban,R,CDM,M,M,58,63,44,50,56,56,66,2,-1,-1,-1,-1,-1,-1
Nathan Zohore,L,CB,M,M,58,53,26,32,37,59,68,2,-1,-1,-1,-1,-1,-1
Cameron Evans,R,CB,M,M,58,61,20,39,50,58,63,2,-1,-1,-1,-1,-1,-1
Maximiliano Rodriguez Vejar,R,ST,M,M,58,62,58,41,55,23,57,2,-1,-1,-1,-1,-1,-1
Dawid Pakulski,R,CAM,M,M,58,64,49,57,63,40,45,2,-1,-1,-1,-1,-1,-1
Anas Bakhat,L,CM,M,M,58,67,45,60,63,44,52,2,-1,-1,-1,-1,-1,-1
Saikou Janneh,R,ST,M,M,58,75,57,44,60,19,47,2,-1,-1,-1,-1,-1,-1
Kalpi Ouattara,L,LB,M,M,58,74,29,39,60,55,52,2,-1,-1,-1,-1,-1,-1
Edgar Games,R,CM,M,M,58,63,51,56,61,57,57,2,-1,-1,-1,-1,-1,-1
Samir Bouzar,R,RB,M,M,58,61,34,46,49,56,62,2,-1,-1,-1,-1,-1,-1
Kusini Yengi,R,ST,H,L,58,86,53,49,61,32,72,3,-1,-1,-1,-1,-1,-1
Hakon Gangstad,L,LB,H,M,58,72,32,38,58,56,54,2,-1,-1,-1,-1,-1,-1
Francisco Duclos,L,CB,L,L,58,56,31,43,37,57,68,2,-1,-1,-1,-1,-1,-1
Richet Gomez,R,CDM,M,M,58,63,46,52,54,58,61,2,-1,-1,-1,-1,-1,-1
Sebastian S. Sebulonsen,R,RB,H,M,58,66,55,55,61,52,64,2,-1,-1,-1,-1,-1,-1
Zico Bailey,R,RB,M,M,58,65,39,52,54,54,52,2,-1,-1,-1,-1,-1,-1
Pung Yeon Lee,R,CB,M,M,58,59,33,43,54,57,63,2,-1,-1,-1,-1,-1,-1
David Lelle,L,CB,L,H,58,55,32,36,43,62,49,2,-1,-1,-1,-1,-1,-1
Josh March,R,ST,H,M,58,70,56,45,59,20,62,2,-1,-1,-1,-1,-1,-1
Kodai Dohi,L,CM,M,M,58,61,47,59,62,54,59,2,-1,-1,-1,-1,-1,-1
Paul-Friedrich Koller,R,CB,L,H,58,57,26,38,47,56,64,2,-1,-1,-1,-1,-1,-1
Shun Ayukawa,R,ST,H,M,58,54,60,45,59,31,53,2,-1,-1,-1,-1,-1,-1
Mohsen Abdullah,R,CAM,H,L,58,65,45,58,65,40,39,3,-1,-1,-1,-1,-1,-1
Yutaro Oda,R,CF,M,L,58,65,56,51,58,38,63,3,-1,-1,-1,-1,-1,-1
Josh Hawkes,R,CAM,M,M,58,69,54,57,61,36,54,3,-1,-1,-1,-1,-1,-1
Stephane Zobo,R,ST,H,M,58,50,61,42,55,23,58,2,-1,-1,-1,-1,-1,-1
Theo Le Normand,R,LM,M,M,58,71,52,53,61,29,56,2,-1,-1,-1,-1,-1,-1
Andres Dumitrescu,L,LB,M,M,58,72,35,44,42,58,60,2,-1,-1,-1,-1,-1,-1
Riuler Faustino,R,CDM,M,M,58,62,49,54,56,55,62,2,-1,-1,-1,-1,-1,-1
Jose Luis Guerra Rodriguez,R,CM,M,M,58,65,38,59,59,61,50,3,-1,-1,-1,-1,-1,-1
Jahkeele Marshall-Rutty,R,RM,H,L,58,82,50,51,65,23,34,3,-1,-1,-1,-1,-1,-1
Denilson Ovando,R,RW,M,M,58,78,53,50,59,23,46,2,-1,-1,-1,-1,-1,-1
Pedro Ortiz Bernat,L,CM,H,M,58,65,54,52,58,46,60,3,-1,-1,-1,-1,-1,-1
Bryce Duke,R,CM,M,L,58,64,52,56,63,44,55,2,-1,-1,-1,-1,-1,-1
Yuta Matsumura,R,RM,H,L,58,90,43,48,66,22,29,3,-1,-1,-1,-1,-1,-1
Xavier Flores,R,CM,M,M,58,61,53,53,58,51,46,2,-1,-1,-1,-1,-1,-1
Silvano Estacio,L,RM,M,M,58,64,49,54,57,30,49,3,-1,-1,-1,-1,-1,-1
Jack de Vries,L,RM,H,M,58,75,51,56,58,24,52,2,-1,-1,-1,-1,-1,-1
Mohamed Toure,R,LM,H,L,58,87,51,48,60,29,66,4,-1,-1,-1,-1,-1,-1
Ryan Raposo,R,LM,H,M,58,71,56,52,63,36,44,3,-1,-1,-1,-1,-1,-1
Won Ho Shin,L,LB,M,M,58,79,31,51,57,52,55,2,-1,-1,-1,-1,-1,-1
Taiga Hata,R,LM,H,M,58,76,43,56,56,51,66,2,-1,-1,-1,-1,-1,-1
Andrei Dragu,L,LB,H,M,58,81,45,49,61,49,55,3,-1,-1,-1,-1,-1,-1
Yul Heo,L,ST,M,M,58,68,55,38,55,26,71,2,-1,-1,-1,-1,-1,-1
Micha Krol,R,RB,H,M,58,74,37,47,54,54,66,2,-1,-1,-1,-1,-1,-1
Ben Garrity,R,CM,M,M,58,68,49,57,59,57,52,3,-1,-1,-1,-1,-1,-1
Jaze Kabia,R,RM,M,M,58,83,55,47,59,35,52,2,-1,-1,-1,-1,-1,-1
Finlay Pollock,R,CAM,H,M,58,68,46,55,61,39,51,2,-1,-1,-1,-1,-1,-1
Ifunanyachi Achara,R,RM,M,M,58,78,59,49,63,27,56,2,-1,-1,-1,-1,-1,-1
Kirill Zinovich,R,CAM,H,M,58,62,51,58,60,44,62,2,-1,-1,-1,-1,-1,-1
Andri Fannar Baldursson,R,CAM,M,M,58,57,46,60,61,57,53,2,-1,-1,-1,-1,-1,-1
Stephan Seiler,R,CM,M,M,58,69,49,55,61,51,63,2,-1,-1,-1,-1,-1,-1
Luca Everink,R,RB,M,M,58,73,31,41,54,57,60,2,-1,-1,-1,-1,-1,-1
Jin Beom An,R,CM,M,M,57,69,58,58,63,45,47,2,-1,-1,-1,-1,-1,-1
Gonzalo Tapia,R,RW,H,M,57,69,51,47,62,25,38,2,-1,-1,-1,-1,-1,-1
Yuan Zhang,R,CB,M,M,57,77,39,50,60,55,65,2,-1,-1,-1,-1,-1,-1
Issac Schmidt,R,RW,M,M,57,72,51,49,59,34,50,2,-1,-1,-1,-1,-1,-1
Gang Feng,R,CM,M,M,57,78,46,56,60,54,51,2,-1,-1,-1,-1,-1,-1
Henri Koide,R,RM,M,L,57,85,48,49,60,28,48,3,-1,-1,-1,-1,-1,-1
Regan Donelon,L,LB,H,M,57,63,34,55,56,52,59,2,-1,-1,-1,-1,-1,-1
Jores Rahou,R,ST,M,M,57,57,58,59,60,48,50,2,-1,-1,-1,-1,-1,-1
Jiarun Gao,R,CB,L,H,57,71,38,47,57,56,68,2,-1,-1,-1,-1,-1,-1
Xiaoxuan Ji,R,CAM,M,M,57,68,50,53,61,29,41,3,-1,-1,-1,-1,-1,-1
Josh Atencio,R,CDM,M,H,57,60,34,45,46,56,69,2,-1,-1,-1,-1,-1,-1
Yanfeng Dong,R,CB,M,M,57,76,27,47,58,56,63,2,-1,-1,-1,-1,-1,-1
Nicolas Vouilloz,R,CB,M,M,57,66,28,41,41,58,64,2,-1,-1,-1,-1,-1,-1
Rasim Bulic,R,CB,M,M,57,55,35,47,51,56,60,2,-1,-1,-1,-1,-1,-1
Kai Koreniuk,L,LM,M,M,57,71,50,52,56,25,51,2,-1,-1,-1,-1,-1,-1
Peng Wang,R,CM,M,M,57,65,52,52,56,57,69,2,-1,-1,-1,-1,-1,-1
Aaron Anderson,R,CB,M,H,57,54,27,41,37,56,68,2,-1,-1,-1,-1,-1,-1
Qiuming Wang,R,CM,M,M,57,73,53,57,59,46,66,2,-1,-1,-1,-1,-1,-1
Reagan Singh,R,RB,M,M,57,69,26,39,48,54,66,2,-1,-1,-1,-1,-1,-1
Calem Nieuwenhof,R,CDM,M,M,57,64,48,56,62,54,45,2,-1,-1,-1,-1,-1,-1
Romario Jesuraj,R,RM,H,M,57,71,46,53,58,27,58,2,-1,-1,-1,-1,-1,-1
Gyeong Jae Kim,R,CDM,L,H,57,64,33,50,57,58,63,2,-1,-1,-1,-1,-1,-1
Dean Cornelius,R,CM,M,M,57,65,45,59,59,50,52,2,-1,-1,-1,-1,-1,-1
Cy Goddard,L,RM,M,M,57,69,53,55,59,31,50,3,-1,-1,-1,-1,-1,-1
Daniel Williams,R,CM,M,M,57,68,47,54,59,54,50,2,-1,-1,-1,-1,-1,-1
Wenjie Song,R,ST,M,M,57,65,56,51,58,32,64,2,-1,-1,-1,-1,-1,-1
Norbert Wojtuszek,R,CM,M,M,57,67,47,55,60,48,56,3,-1,-1,-1,-1,-1,-1
Andrea Padula,R,LB,M,M,57,63,30,43,54,54,63,2,-1,-1,-1,-1,-1,-1
Woo Suk Kim,R,CB,L,H,57,38,25,37,40,56,66,2,-1,-1,-1,-1,-1,-1
Caleb Chukwuemeka,R,ST,H,L,57,86,54,47,59,17,61,3,-1,-1,-1,-1,-1,-1
Paul Komposch,R,CB,M,M,57,69,29,33,38,59,58,2,-1,-1,-1,-1,-1,-1
Jhoanner Chavez,L,LB,M,M,57,64,27,46,50,52,52,2,-1,-1,-1,-1,-1,-1
Bode Davis,L,LM,H,H,57,77,43,43,64,26,58,3,-1,-1,-1,-1,-1,-1
Junior Quinonez,R,CB,L,M,57,60,38,44,49,56,66,2,-1,-1,-1,-1,-1,-1
Udanta Singh,R,RM,H,L,57,85,51,49,59,32,59,3,-1,-1,-1,-1,-1,-1
Suhair Vadakkepeedika,R,RM,H,M,57,72,54,49,58,30,66,3,-1,-1,-1,-1,-1,-1
Andrew Brody,R,RB,M,M,57,66,38,51,55,55,60,2,-1,-1,-1,-1,-1,-1
Sanousi Hawsawi,R,RB,M,M,57,80,26,41,54,49,59,2,-1,-1,-1,-1,-1,-1
Akash Mishra,L,LB,H,M,57,73,37,47,53,52,63,2,-1,-1,-1,-1,-1,-1
Huaze Gao,R,LM,M,L,57,70,56,49,59,42,61,2,-1,-1,-1,-1,-1,-1
Glan Martins,R,CDM,M,M,57,70,48,54,57,50,66,2,-1,-1,-1,-1,-1,-1
Wilson Harris,R,ST,H,M,57,70,58,38,56,20,52,2,-1,-1,-1,-1,-1,-1
Remy Howarth,R,RW,M,M,57,81,53,46,58,28,51,3,-1,-1,-1,-1,-1,-1
Edilson Cabeza,R,CB,M,M,57,61,33,41,46,57,62,2,-1,-1,-1,-1,-1,-1
Daniel Bouman,R,RM,M,M,57,64,43,57,53,37,58,2,-1,-1,-1,-1,-1,-1
Pedro Sanchez,R,CAM,M,M,57,65,48,49,57,42,35,2,-1,-1,-1,-1,-1,-1
Sandro Schendl,R,RM,M,M,57,77,40,52,62,50,48,3,-1,-1,-1,-1,-1,-1
Mohammed Rafique,R,RB,H,M,57,67,47,53,52,49,58,2,-1,-1,-1,-1,-1,-1
Mesaque Geremias Dju,R,RM,H,M,57,72,51,47,59,27,59,3,-1,-1,-1,-1,-1,-1
Luis Olivas,L,CB,M,H,57,46,46,47,35,57,64,2,-1,-1,-1,-1,-1,-1
Mohammed Al Saeed,L,LW,M,H,57,70,42,57,60,50,53,3,-1,-1,-1,-1,-1,-1
Wout De Buyser,L,LB,L,M,57,67,25,43,49,56,49,2,-1,-1,-1,-1,-1,-1
Abdullah Al Yousif,L,LB,M,M,57,71,39,50,51,53,64,2,-1,-1,-1,-1,-1,-1
Sam Nombe,R,ST,M,M,57,75,54,49,58,26,67,2,-1,-1,-1,-1,-1,-1
Angel Garcia,R,RW,H,M,57,64,54,56,62,32,42,2,-1,-1,-1,-1,-1,-1
Jahaziel Marchand,R,CM,M,M,57,64,40,54,58,56,55,2,-1,-1,-1,-1,-1,-1
Tyler Frost,R,LM,M,M,57,74,52,52,61,40,52,2,-1,-1,-1,-1,-1,-1
Yoon Ho Kwak,R,CB,M,M,57,62,25,39,48,55,70,2,-1,-1,-1,-1,-1,-1
Shane Blaney,L,CB,M,H,57,61,28,43,43,55,67,2,-1,-1,-1,-1,-1,-1
Charlie Brown,L,ST,M,M,57,62,55,42,54,24,60,2,-1,-1,-1,-1,-1,-1
Albion Ademi,R,LW,H,M,57,80,53,40,66,26,53,3,-1,-1,-1,-1,-1,-1
Haruto Shirai,R,ST,M,M,57,68,55,51,62,20,46,2,-1,-1,-1,-1,-1,-1
Naoki Hayashi,R,CB,M,M,57,65,25,40,49,56,64,2,-1,-1,-1,-1,-1,-1
Edvin Crona,R,ST,M,M,57,76,55,38,56,19,66,2,-1,-1,-1,-1,-1,-1
Grayson Barber,R,RM,M,M,57,74,50,53,58,24,51,3,-1,-1,-1,-1,-1,-1
Ronald McIntosh,R,RM,M,M,57,73,55,53,56,30,49,2,-1,-1,-1,-1,-1,-1
Ellis Chapman,L,CM,M,M,57,67,45,60,58,49,60,3,-1,-1,-1,-1,-1,-1
Samuel Pungi,R,CB,M,M,57,72,34,39,44,55,66,2,-1,-1,-1,-1,-1,-1
Kreshnik Hajrizi,R,CB,M,H,57,69,28,37,39,56,71,2,-1,-1,-1,-1,-1,-1
Wai-Tsun Dai,R,CM,H,M,57,70,49,57,61,49,58,3,-1,-1,-1,-1,-1,-1
Nico Maier,L,CAM,M,M,57,68,49,59,59,35,47,2,-1,-1,-1,-1,-1,-1
Ajibola Alese,L,CB,M,M,57,71,35,39,46,56,62,2,-1,-1,-1,-1,-1,-1
Robert Castellanos,R,CB,M,H,57,58,24,38,41,57,67,2,-1,-1,-1,-1,-1,-1
Aaron Jarvis,R,ST,M,M,57,64,54,37,54,24,65,2,-1,-1,-1,-1,-1,-1
Freddy Kleemann,R,CB,M,M,57,54,25,35,32,58,64,2,-1,-1,-1,-1,-1,-1
